date_sold,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,sqft_above,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,basement,renovated,condition,grade,city,location
735689,1420000.0,5,3,3950,11438,2,0,3430,2006,98033,47.6898,-122.189,2070,10751,1,0,2,7,Kirkland,NE
735547,218000.0,3,1,980,12812,1,0,980,1956,98168,47.4892,-122.306,1430,8986,0,0,2,4,Seattle,SW
735570,359000.0,4,1,2180,10617,1,0,2180,1950,98155,47.7522,-122.307,1360,9519,0,0,2,4,Seattle,NW
735533,840000.0,4,3,3040,13559,2,0,3040,2003,98059,47.522,-122.149,3830,12202,0,0,2,8,Renton,NE
735360,900000.0,5,4,4130,226076,2,0,3170,1985,98077,47.715,-122.065,4130,55321,1,0,2,6,Woodinville,NE
735515,205000.0,4,2,1850,65340,1,0,1850,1972,98042,47.3468,-122.11,1750,40946,0,0,3,4,Kent,SW
735619,205000.0,3,3,1600,7295,2,0,1600,1993,98042,47.3904,-122.165,1410,9000,0,0,1,4,Kent,SW
735696,500000.0,2,2,2070,5432,2,0,1370,1951,98108,47.5571,-122.29899999999999,2070,5505,1,0,2,4,Seattle,NE
735607,510000.0,4,3,3180,5405,2,0,3180,2001,98059,47.4905,-122.14,2610,5403,0,0,2,4,Renton,SW
735404,1140000.0,6,4,6900,244716,2,0,4820,2002,98077,47.7506,-122.012,4170,266587,1,0,3,6,Woodinville,NE
735718,1550000.0,4,2,2640,3000,2,0,2080,1908,98109,47.6313,-122.344,1910,3000,1,0,2,4,Seattle,NW
735435,210000.0,3,2,1920,61014,1,0,1920,1953,98038,47.4446,-122.074,1616,61014,0,0,2,3,Maple Valley,SE
735576,597500.0,3,2,2030,32565,1,0,1600,1981,98052,47.7112,-122.098,2910,34190,1,0,2,5,Redmond,NE
735535,400000.0,2,1,1140,101529,1,0,1140,1932,98092,47.2592,-122.228,1580,101529,0,0,2,3,Auburn,SW
735466,412000.0,3,1,1660,6992,1,0,1260,1952,98155,47.7576,-122.318,1390,7359,1,0,4,4,Seattle,NW
735682,299950.0,2,2,1390,1756,3,0,1390,2005,98133,47.7274,-122.35700000000001,1340,1756,0,0,2,4,Seattle,NW
735711,1080000.0,4,3,2490,4325,1,0,1690,1922,98105,47.6628,-122.32600000000001,1960,4284,1,1,2,5,Seattle,NW
735555,422500.0,4,3,2550,8824,2,0,2550,1990,98031,47.3979,-122.212,2630,11237,0,0,2,6,Kent,SW
735428,410000.0,3,2,1270,10227,1,0,1270,1968,98033,47.6876,-122.16799999999999,1470,9750,0,0,3,3,Kirkland,NE
735381,1400000.0,4,3,2980,7000,2,0,2140,1900,98144,47.5933,-122.292,2200,4800,1,1,2,7,Seattle,NE
735429,245000.0,3,2,1470,8000,1,0,1470,1974,98023,47.3191,-122.385,1980,8000,0,0,3,5,Federal Way,SW
735416,720000.0,4,3,3550,12327,1,0,2180,1990,98011,47.7533,-122.205,3170,12937,1,0,3,7,Bothell,NE
735530,315000.0,2,1,780,7200,1,0,780,1935,98118,47.5609,-122.279,1750,7200,0,0,1,3,Seattle,NE
735653,191950.0,2,3,1390,1302,2,0,1390,1987,98003,47.3081,-122.329,1390,2052,0,0,2,4,Federal Way,SW
735499,455000.0,4,3,2440,5001,2,0,2440,2005,98056,47.5108,-122.193,2260,5001,0,0,2,5,Renton,SW
735369,523000.0,3,2,1260,3135,1,0,1260,1931,98116,47.5755,-122.38799999999999,1700,4180,0,0,2,5,Seattle,NW
735530,250000.0,3,2,1640,4420,2,0,1640,1918,98002,47.31100000000001,-122.21,1230,6632,0,0,3,4,Auburn,SW
735611,294000.0,3,3,1670,4120,1,0,1140,1929,98055,47.4881,-122.199,1010,4120,1,1,2,4,Renton,SW
735516,490000.0,3,2,2380,6000,1,0,2040,1961,98115,47.6955,-122.275,1680,7200,1,0,2,5,Seattle,NE
735492,310000.0,4,1,1030,5750,1,0,1030,1971,98126,47.553000000000004,-122.37,1250,5750,0,0,2,4,Seattle,NW
735435,265000.0,3,2,1560,10489,1,0,1560,1961,98022,47.2048,-121.999,1400,10489,0,0,4,4,Enumclaw,SE
735456,402000.0,4,2,1640,10500,1,0,1010,1968,98052,47.6933,-122.116,1680,7650,1,0,3,4,Redmond,NE
735362,705000.0,2,3,2200,188200,1,0,2200,2007,98022,47.2458,-122.00200000000001,2700,84942,0,0,2,5,Enumclaw,SE
735561,589450.0,4,3,3190,7941,2,0,3190,2005,98038,47.353,-122.00200000000001,3190,7255,0,0,2,7,Maple Valley,SE
735590,219950.0,3,2,1200,8404,1,0,1200,1964,98188,47.4482,-122.26899999999999,2120,12000,0,0,2,4,Seattle,SW
735458,750000.0,3,2,2250,5301,2,0,1510,1975,98115,47.6741,-122.271,2240,7200,1,0,3,5,Seattle,NE
735466,478000.0,2,2,1960,6000,1,0,980,1904,98199,47.6531,-122.40100000000001,1650,6000,1,0,3,4,Seattle,NW
735428,170000.0,3,1,1250,7015,1,0,1250,1958,98188,47.4548,-122.29,1510,11460,0,0,2,4,Seattle,SW
735396,489950.0,4,2,2640,31941,1,0,2640,1986,98092,47.3099,-122.116,2780,35365,0,0,3,6,Auburn,SW
735390,1370000.0,2,2,2460,16940,1,0,1930,1936,98117,47.6792,-122.404,2260,6851,1,0,3,6,Seattle,NW
735659,319950.0,3,3,1700,7000,2,0,1700,1996,98038,47.3798,-122.025,1950,7000,0,0,2,4,Maple Valley,SE
735561,208417.0,2,1,840,4200,1,0,840,1938,98108,47.5292,-122.316,830,5000,0,0,2,2,Seattle,NW
735554,410000.0,4,2,1900,5100,1,0,950,1914,98117,47.6767,-122.38,1230,5100,1,1,2,3,Seattle,NW
735439,590000.0,4,3,2160,4205,1,0,1080,1969,98125,47.7081,-122.27600000000001,2450,6014,1,0,2,4,Seattle,NE
735717,648000.0,3,2,1610,10229,1,0,1610,1961,98006,47.553000000000004,-122.17399999999999,2270,8800,0,0,4,5,Bellevue,NE
735411,255000.0,3,3,1720,6194,2,0,1720,1998,98092,47.2624,-122.221,1720,6211,0,0,2,5,Auburn,SW
735470,465000.0,4,3,2190,3267,2,0,2190,2004,98072,47.7751,-122.16799999999999,2190,3619,0,0,2,5,Woodinville,NE
735626,622000.0,4,2,3020,10714,1,0,1510,1958,98006,47.56,-122.181,2230,14400,1,0,4,5,Bellevue,NE
735491,306000.0,3,2,1980,9800,1,0,1980,1991,98030,47.3745,-122.22399999999999,1630,7650,0,0,2,4,Kent,SW
735516,617000.0,3,3,1880,5500,2,0,1880,1947,98199,47.657,-122.39299999999999,1230,5500,0,1,3,4,Seattle,NW
735381,438750.0,3,2,1610,6480,1,0,1610,1947,98125,47.7137,-122.307,1230,8040,0,0,3,4,Seattle,NW
735501,1280000.0,4,3,3260,4500,2,0,2300,1930,98109,47.6314,-122.353,2410,4995,1,1,2,6,Seattle,NW
735561,995000.0,5,3,3970,8029,2,0,2970,1979,98177,47.7764,-122.385,2520,8214,1,0,2,6,Seattle,NW
735407,1580000.0,4,3,4570,74487,2,0,4570,1948,98177,47.7282,-122.37200000000001,3810,74487,0,1,4,9,Seattle,NW
735710,635000.0,5,3,2620,5500,1,0,1710,1911,98117,47.6806,-122.38799999999999,1790,5500,1,0,2,4,Seattle,NW
735442,215000.0,3,1,1180,9000,1,0,1180,1970,98031,47.39,-122.166,1290,8316,0,0,3,4,Kent,SW
735533,530000.0,3,3,1365,1090,3,0,1315,2003,98115,47.6776,-122.324,1360,1124,1,0,2,4,Seattle,NW
735677,295000.0,2,1,720,4125,1,0,720,1943,98106,47.5245,-122.354,1000,6100,0,0,3,3,Seattle,NW
735659,245000.0,3,2,1350,6775,1,0,930,1981,98032,47.3593,-122.289,1460,7210,1,0,2,4,Kent,SW
735603,400000.0,6,3,3060,17112,1,0,1530,1967,98058,47.4379,-122.146,2690,16038,0,0,3,5,Renton,SW
735435,303000.0,3,3,1850,8820,2,0,1850,1993,98022,47.1928,-122.01,1850,8651,0,0,3,5,Enumclaw,SE
735521,330000.0,3,2,1320,9675,1,0,1320,1970,98024,47.5695,-121.902,1160,9675,0,0,3,4,Fall City,NE
735661,700000.0,3,2,1990,13000,2,0,1990,1980,98028,47.7439,-122.262,2880,11340,0,0,2,6,Kenmore,NE
735471,126000.0,1,1,610,4400,1,0,610,1922,98055,47.4865,-122.197,1090,4930,0,0,2,2,Renton,SW
735437,850000.0,4,1,2500,35802,1,0,2500,1955,98005,47.6488,-122.15299999999999,2880,40510,0,0,2,4,Bellevue,NE
735585,405000.0,3,2,1440,7425,1,0,1440,1965,98034,47.7243,-122.185,1800,8344,0,0,3,4,Kirkland,NE
735464,869900.0,6,5,2750,4400,2,0,1770,1987,98103,47.6883,-122.335,1860,4400,1,0,2,5,Seattle,NW
735688,485000.0,3,2,1790,6775,1,0,1790,1951,98126,47.5412,-122.37700000000001,1310,6028,0,0,2,5,Seattle,NW
735626,400000.0,2,2,1050,1173,2,0,720,2004,98122,47.6181,-122.302,1340,1317,1,0,2,5,Seattle,NW
735487,299950.0,3,3,1780,4650,2,0,1780,2011,98038,47.386,-122.04700000000001,3050,3848,0,0,2,4,Maple Valley,SE
735684,585000.0,4,3,2200,9099,2,0,2200,1994,98034,47.733000000000004,-122.225,2270,8900,0,0,2,5,Kirkland,NE
735724,495000.0,4,2,1720,5413,2,0,1470,1938,98115,47.6929,-122.321,1510,5413,1,1,2,4,Seattle,NW
735668,2200000.0,5,5,5840,17168,2,0,4570,2006,98029,47.5457,-121.991,4850,15017,1,0,2,9,Issaquah,NE
735547,447000.0,3,2,1520,14080,2,0,1520,1984,98074,47.6273,-122.059,1530,9758,0,0,2,4,Sammamish,NE
735705,206000.0,3,1,1320,9239,1,0,1320,1968,98092,47.312,-122.18299999999999,1320,8415,0,0,3,4,Auburn,SW
735527,500000.0,3,1,1070,4600,1,0,950,1930,98116,47.5627,-122.383,1090,4600,1,0,2,4,Seattle,NW
735558,302500.0,4,3,1990,5511,2,0,1990,1994,98030,47.3585,-122.191,1850,6031,0,0,2,5,Kent,SW
735562,1250000.0,4,4,4980,13000,2,0,3080,1982,98052,47.6406,-122.101,2840,11308,1,0,2,6,Redmond,NE
735437,391000.0,2,1,890,5423,1,0,890,1946,98117,47.6966,-122.368,1690,5993,0,0,2,3,Seattle,NW
735424,250000.0,3,2,1440,5457,2,0,1440,1986,98038,47.3784,-122.046,1480,6286,0,0,2,4,Maple Valley,SE
735437,435000.0,4,3,2440,5350,2,0,2440,2003,98059,47.4891,-122.149,2440,5090,0,0,2,4,Renton,SW
735640,160000.0,4,2,1800,14722,1,0,1440,1962,98055,47.4874,-122.223,2400,10000,1,0,2,4,Renton,SW
735436,451000.0,5,3,2260,6508,1,0,1330,2003,98155,47.7508,-122.322,1940,9450,1,0,2,4,Seattle,NW
735358,206000.0,2,1,810,7158,1,0,810,1944,98168,47.4882,-122.325,1090,7158,0,0,4,3,Seattle,SW
735499,590000.0,4,3,2240,5400,2,0,1540,1940,98116,47.5785,-122.402,1830,5000,1,0,3,4,Seattle,NW
735368,695000.0,3,3,4560,17622,2,0,3800,1986,98074,47.621,-122.03,2360,15000,0,0,3,6,Sammamish,NE
735557,350000.0,3,2,1550,40752,1,0,1550,1954,98031,47.394,-122.20200000000001,1550,8000,0,0,4,4,Kent,SW
735683,1240000.0,5,4,3180,4628,2,0,2420,2001,98199,47.6423,-122.39399999999999,2060,4640,1,0,2,7,Seattle,NW
735687,395000.0,6,2,2950,11200,1,0,1700,1970,98072,47.7476,-122.087,1790,11200,1,0,3,4,Woodinville,NE
735693,419000.0,5,3,2190,9652,2,0,2190,1999,98178,47.5049,-122.23899999999999,1440,6710,0,0,2,4,Seattle,SW
735422,592350.0,2,2,1570,4665,1,0,1570,2006,98053,47.708999999999996,-122.01700000000001,2165,6262,0,0,2,5,Redmond,NE
735451,855000.0,5,3,3420,5669,2,0,2620,2003,98027,47.5366,-122.06700000000001,3310,6006,1,0,2,6,Issaquah,NE
735597,771000.0,4,3,2420,7200,2,0,2420,1991,98033,47.6893,-122.197,2650,7800,0,0,2,6,Kirkland,NE
735585,325000.0,3,2,1570,43350,1,0,1570,1967,98022,47.2377,-122.016,1570,220849,0,0,3,4,Enumclaw,SE
735524,1850000.0,5,3,3680,6060,2,0,2630,1925,98112,47.6341,-122.304,3050,5850,1,0,4,6,Seattle,NW
735443,545000.0,4,2,1910,6731,1,0,1210,1953,98116,47.5693,-122.391,1780,6350,1,0,3,4,Seattle,NW
735655,615000.0,3,2,1780,5175,1,0,990,1927,98116,47.5696,-122.38600000000001,1780,5175,1,0,3,4,Seattle,NW
735698,625500.0,2,1,2160,7439,1,0,1300,1953,98115,47.6981,-122.286,1680,7439,1,0,3,3,Seattle,NE
735422,232000.0,3,2,1460,15000,1,0,1460,1966,98001,47.3182,-122.271,1510,15000,0,0,2,4,Auburn,SW
735428,168000.0,3,2,1370,7439,1,0,1370,1963,98055,47.4499,-122.189,2350,3370,0,0,3,3,Renton,SW
735626,238000.0,3,2,1370,7439,1,0,1370,1963,98055,47.4499,-122.189,2350,3370,0,0,3,3,Renton,SW
735702,260000.0,3,3,1500,7401,2,0,1500,1998,98092,47.2625,-122.221,1720,7171,0,0,2,5,Auburn,SW
735659,460000.0,3,2,1210,7500,1,0,1210,1951,98027,47.5294,-122.03299999999999,1250,6000,0,0,2,4,Issaquah,NE
735470,900000.0,3,3,2850,11535,1,0,1680,1952,98155,47.74800000000001,-122.288,2670,9942,1,1,2,5,Seattle,NE
735527,289950.0,3,1,1090,8280,1,0,1090,1947,98155,47.7562,-122.318,1060,7609,0,1,2,3,Seattle,NW
735649,265000.0,3,2,1450,5858,1,0,1450,1991,98038,47.3482,-122.037,1520,6573,0,0,3,4,Maple Valley,SE
735383,465000.0,4,2,1820,20349,1,0,1340,1977,98072,47.7415,-122.096,1270,12800,1,0,4,5,Woodinville,NE
735550,370000.0,3,2,1320,7201,1,0,1320,1971,98034,47.7126,-122.211,1380,7201,0,0,2,4,Kirkland,NE
735451,240000.0,2,2,1670,9880,1,0,1670,1941,98146,47.4864,-122.348,1670,9807,0,1,3,4,Seattle,SW
735493,232000.0,4,2,1440,5911,1,0,1440,1943,98056,47.5072,-122.181,1500,11089,0,0,4,2,Renton,SW
735443,237502.0,3,1,980,7560,1,0,980,1951,98126,47.5256,-122.375,1300,7560,0,0,2,4,Seattle,NW
735582,1280000.0,4,4,4340,5500,2,0,2850,2008,98199,47.6427,-122.397,1290,5500,1,0,2,7,Seattle,NW
735712,957000.0,4,2,2860,11545,1,0,1430,1966,98005,47.588,-122.16799999999999,2190,11396,1,0,3,5,Bellevue,NE
735662,218000.0,3,2,1140,4875,1,0,1140,1970,98042,47.3684,-122.08,980,5070,0,0,4,3,Kent,SE
735465,205000.0,3,2,1120,8366,1,0,1120,1968,98042,47.3632,-122.11,1260,9000,0,0,2,4,Kent,SW
735395,350000.0,3,3,1460,1592,2,0,1130,2006,98126,47.5481,-122.374,1560,1701,1,0,2,5,Seattle,NW
735416,256000.0,4,3,2050,5787,2,0,2050,2002,98198,47.3527,-122.315,2030,6615,0,0,2,4,Seattle,SW
735444,275000.0,3,1,1250,7654,1,0,1000,1952,98125,47.7289,-122.291,1310,7350,1,0,2,4,Seattle,NE
735691,372000.0,4,3,2520,9604,2,0,2520,1990,98031,47.3893,-122.21600000000001,2540,9793,0,0,2,6,Kent,SW
735676,688888.0,3,3,2580,9825,1,0,1760,1978,98027,47.5314,-122.054,2140,10270,1,0,3,6,Issaquah,NE
735414,170000.0,2,1,1200,24792,2,0,1200,1976,98053,47.6337,-121.961,2150,24792,0,0,1,4,Redmond,NE
735409,530000.0,5,2,2140,7910,1,0,1070,1962,98007,47.6071,-122.137,1680,8700,1,0,2,4,Bellevue,NE
735407,905000.0,4,3,3440,7661,2,0,3440,2006,98029,47.5429,-121.995,3580,6478,0,0,2,8,Issaquah,NE
735470,365000.0,4,3,1800,5070,1,0,1080,1979,98118,47.5303,-122.28,1870,5365,1,0,4,4,Seattle,NE
735694,312000.0,4,3,1790,10584,1,0,1290,1981,98031,47.4061,-122.18799999999999,1730,9120,1,0,3,4,Kent,SW
735467,400000.0,2,2,1250,7680,1,0,1250,1922,98126,47.5242,-122.37100000000001,1250,7680,0,1,2,4,Seattle,NW
735488,278750.0,2,2,800,5765,1,0,800,1936,98133,47.7024,-122.346,1160,3844,0,0,3,3,Seattle,NW
735689,510000.0,3,2,1410,11995,1,0,1410,1965,98006,47.5718,-122.12700000000001,2690,12650,0,0,3,5,Bellevue,NE
735702,527700.0,2,2,1330,806,3,0,1330,2009,98117,47.6904,-122.395,1320,1389,0,0,2,5,Seattle,NW
735703,740000.0,4,3,2890,4000,1,0,2190,1931,98109,47.6419,-122.351,2280,4000,1,0,3,6,Seattle,NW
735453,512000.0,4,3,2550,17209,2,0,2550,1996,98059,47.4836,-122.13600000000001,2840,12560,0,0,2,6,Renton,SW
735549,362000.0,5,3,2880,8216,2,0,2880,2001,98030,47.3747,-122.185,1960,7200,0,0,2,5,Kent,SW
735635,225000.0,3,1,660,6600,1,0,660,1940,98168,47.4842,-122.33,1320,6600,0,0,3,2,Seattle,SW
735414,491500.0,3,2,1470,4322,2,0,1470,1985,98029,47.5672,-122.01799999999999,1610,4322,0,0,2,4,Issaquah,NE
735633,429950.0,4,2,1700,10230,1,0,1320,1959,98133,47.7453,-122.351,2000,8006,1,0,2,5,Seattle,NW
735554,375000.0,3,1,1040,9800,1,0,1040,1955,98006,47.5765,-122.155,1280,8880,0,0,3,4,Bellevue,NE
735458,199400.0,2,1,880,4000,1,0,880,1916,98106,47.5331,-122.352,1430,4000,0,0,3,3,Seattle,NW
735624,364900.0,4,3,2490,9346,2,0,2490,1996,98042,47.3831,-122.147,2650,9454,0,0,2,6,Kent,SW
735488,324950.0,3,2,1210,7560,1,0,1210,1941,98126,47.5255,-122.374,980,7560,0,0,2,4,Seattle,NW
735687,467000.0,5,2,2080,4000,1,0,1040,1909,98144,47.5858,-122.30799999999999,1940,6000,1,0,3,3,Seattle,NW
735467,380000.0,3,1,1380,5400,1,0,1380,1954,98125,47.7134,-122.288,1190,6075,0,0,3,4,Seattle,NE
735540,250000.0,3,2,1620,10850,1,0,1620,1966,98055,47.4437,-122.194,1910,10568,0,0,2,4,Renton,SW
735373,700000.0,4,1,1680,4021,1,0,1680,1921,98103,47.6663,-122.33200000000001,1710,4021,0,0,2,4,Seattle,NW
735550,206990.0,3,1,1330,9620,1,0,1330,1976,98092,47.3174,-122.12700000000001,1300,10360,0,0,4,3,Auburn,SW
735694,670000.0,3,2,1730,3400,1,0,970,1928,98107,47.6662,-122.36399999999999,1640,5000,1,0,4,4,Seattle,NW
735373,315000.0,2,1,790,6969,1,0,790,1955,98052,47.6978,-122.164,1380,12196,0,1,2,3,Redmond,NE
735698,319950.0,3,3,2240,7500,2,0,2240,1985,98092,47.265,-122.22,2190,7506,0,0,2,5,Auburn,SW
735444,419000.0,3,2,1500,8272,1,0,1500,1958,98177,47.7741,-122.38,1630,8270,0,0,3,4,Seattle,NW
735467,205000.0,3,2,1800,11419,1,0,1800,1989,98092,47.2623,-122.21700000000001,2220,11406,0,0,2,5,Auburn,SW
735529,335000.0,4,3,1980,4745,2,0,1980,2004,98038,47.3495,-122.04,1980,4878,0,0,2,4,Maple Valley,SE
735530,397000.0,3,2,1340,5100,1,0,1340,1953,98103,47.693999999999996,-122.348,1550,5100,0,0,2,4,Seattle,NW
735717,370000.0,2,1,750,2020,1,0,750,1908,98122,47.6175,-122.301,1630,2383,0,0,2,4,Seattle,NW
735494,330000.0,4,2,1790,9920,1,0,1170,1969,98059,47.5126,-122.149,1990,9648,1,0,3,4,Renton,SW
735536,1790000.0,4,4,5490,14300,1,0,2910,1996,98006,47.5511,-122.11399999999999,4290,13822,1,0,2,9,Bellevue,NE
735453,399000.0,3,2,1940,16300,1,0,1140,1978,98155,47.773999999999994,-122.28299999999999,1940,11250,1,0,2,4,Seattle,NE
735404,400000.0,4,2,2670,189486,2,0,2670,1972,98092,47.2585,-122.061,2190,218610,0,0,2,5,Auburn,SE
735431,249900.0,3,2,1220,6404,1,0,1220,1994,98038,47.3523,-122.059,1570,7000,0,0,2,4,Maple Valley,SE
735366,717000.0,3,2,1310,3880,1,0,1090,1956,98117,47.6821,-122.39200000000001,1570,3880,1,0,2,4,Seattle,NW
735452,319000.0,4,3,1930,8336,2,0,1930,1995,98031,47.4016,-122.166,2280,7959,0,0,2,5,Kent,SW
735691,635000.0,4,3,2100,3800,2,0,2100,1972,98115,47.6807,-122.291,1320,3800,0,0,2,5,Seattle,NE
735486,355000.0,3,1,1180,7573,1,0,1180,1977,98155,47.7372,-122.294,1320,7573,0,0,3,4,Seattle,NE
735689,1600000.0,5,3,4320,32840,2,0,4320,1990,98006,47.5461,-122.12200000000001,4410,33210,0,0,2,9,Bellevue,NE
735428,585000.0,4,2,3140,12519,1,0,2320,1951,98033,47.6941,-122.17299999999999,2240,7308,1,0,2,4,Kirkland,NE
735596,320000.0,3,2,2320,7800,1,0,1160,1960,98168,47.5141,-122.316,1380,7800,1,0,3,4,Seattle,SW
735367,305495.0,3,2,2110,10200,2,0,2110,1966,98059,47.4744,-122.154,1800,10200,0,0,3,4,Renton,SW
735403,240000.0,4,2,1790,14690,1,0,1670,1960,98198,47.3965,-122.321,2440,10664,1,0,3,4,Seattle,SW
735407,199950.0,5,3,1740,8750,1,0,1740,1959,98198,47.3904,-122.29899999999999,1740,8750,0,0,3,4,Seattle,SW
735471,1620000.0,4,3,3820,8114,2,0,3820,2005,98004,47.5837,-122.194,2440,9195,0,0,2,7,Bellevue,NE
735647,770000.0,3,4,2050,21744,2,1,1750,1930,98166,47.4536,-122.376,2300,12200,1,0,3,6,Seattle,SW
735416,255000.0,4,2,1680,3179,2,0,1680,2002,98092,47.3258,-122.186,1678,3590,0,0,2,5,Auburn,SW
735491,289000.0,4,2,1930,8925,1,0,1930,1974,98058,47.4501,-122.12799999999999,1930,8400,0,0,3,5,Renton,SW
735432,494500.0,4,3,3760,8804,2,0,2470,2002,98056,47.5161,-122.191,1960,7225,1,0,2,5,Renton,SW
735388,746000.0,3,2,2370,9619,1,0,1650,1973,98052,47.6366,-122.09899999999999,1960,9712,1,0,3,5,Redmond,NE
735529,385000.0,4,3,2120,13000,2,0,2120,1978,98059,47.4745,-122.141,2180,11440,0,0,3,5,Renton,SW
735555,688100.0,4,3,2370,10513,2,0,2370,1987,98052,47.6915,-122.09899999999999,2110,9540,0,0,3,5,Redmond,NE
735365,870300.0,4,3,2350,3150,1,0,1690,1910,98103,47.6605,-122.335,1750,3150,1,0,3,5,Seattle,NW
735528,310000.0,3,1,1180,8474,1,0,1180,1956,98155,47.7416,-122.32700000000001,1180,7200,0,0,2,4,Seattle,NW
735669,500000.0,3,3,2270,5654,2,0,2270,1999,98133,47.7733,-122.351,1770,7840,0,0,2,5,Seattle,NW
735459,255000.0,3,2,1830,7770,1,0,1400,1977,98042,47.3925,-122.161,1960,7272,1,0,3,4,Kent,SW
735647,1480000.0,3,3,3910,7080,1,0,1970,1949,98112,47.6324,-122.289,3480,7370,1,0,4,6,Seattle,NE
735500,154500.0,3,1,890,9465,1,0,890,1957,98148,47.4388,-122.32799999999999,1590,9147,0,0,2,3,Seattle,SW
735383,425000.0,3,2,1820,8058,1,0,1260,1974,98034,47.7241,-122.16799999999999,1850,7384,1,0,2,4,Kirkland,NE
735435,700000.0,4,3,2440,7491,2,0,2440,1988,98029,47.56100000000001,-122.01899999999999,2490,8580,0,0,3,7,Issaquah,NE
735558,410500.0,2,1,1110,3943,1,0,740,1916,98109,47.6436,-122.352,1590,4311,1,0,4,3,Seattle,NW
735428,432000.0,3,2,1870,7080,1,0,1210,1969,98034,47.7244,-122.179,1620,8000,1,0,3,4,Kirkland,NE
735702,530000.0,3,2,1240,4080,1,0,1240,1914,98144,47.5745,-122.291,1420,4080,0,0,2,5,Seattle,NE
735380,465000.0,3,2,1560,8640,1,0,1560,1967,98034,47.7294,-122.186,1970,8625,0,0,4,4,Kirkland,NE
735499,498688.0,3,3,1910,5600,2,0,1910,1989,98029,47.5752,-122.009,1800,4928,0,0,2,5,Issaquah,NE
735690,573500.0,3,1,2200,21450,1,0,1600,1952,98166,47.4527,-122.37200000000001,1880,11250,1,0,3,6,Seattle,SW
735521,349900.0,4,3,2530,13474,2,0,2530,1994,98023,47.288999999999994,-122.344,2490,13140,0,0,3,5,Federal Way,SW
735402,220000.0,3,1,1130,12519,1,0,1130,1958,98056,47.4965,-122.176,1460,12507,0,0,2,4,Renton,SW
735445,260000.0,2,1,820,6771,1,0,820,1918,98106,47.52,-122.354,1000,4440,0,0,3,3,Seattle,SW
735487,290000.0,2,1,960,4000,1,0,960,1918,98118,47.5554,-122.26700000000001,1210,4000,0,0,2,3,Seattle,NE
735690,615000.0,4,2,1980,3240,1,0,1780,1930,98144,47.583999999999996,-122.294,2250,4000,1,0,3,5,Seattle,NE
735528,730000.0,4,4,3370,5638,2,0,2250,2001,98034,47.7196,-122.223,3080,7200,1,0,2,7,Kirkland,NE
735610,1950000.0,4,3,7420,167869,2,0,7420,2002,98045,47.4548,-121.764,5610,169549,0,0,2,9,North Bend,SE
735374,332500.0,3,2,1800,10500,2,0,1800,1995,98038,47.3879,-122.03200000000001,1870,8555,0,0,2,4,Maple Valley,SE
735591,650000.0,5,4,3990,10120,2,0,2820,1990,98011,47.74100000000001,-122.208,2750,9622,1,0,2,6,Bothell,NE
735474,1400000.0,4,3,4070,7800,3,0,3390,2002,98115,47.6838,-122.32700000000001,2020,6760,1,0,3,5,Seattle,NW
735731,465000.0,4,2,1640,7194,1,0,1480,1915,98011,47.7649,-122.205,1440,9405,1,0,3,4,Bothell,NE
735436,690000.0,4,3,3730,11820,2,0,2460,1990,98029,47.5775,-122.01899999999999,3680,10667,1,0,2,7,Issaquah,NE
735425,289900.0,3,2,1220,7004,1,0,1220,1966,98058,47.4492,-122.15700000000001,1640,7210,0,0,4,4,Renton,SW
735585,1620000.0,3,4,3490,4000,2,0,2570,2009,98112,47.6385,-122.281,1880,4000,1,0,2,6,Seattle,NE
735710,339950.0,3,3,1730,4286,2,0,1730,1999,98148,47.431999999999995,-122.329,1780,4343,0,0,2,4,Seattle,SW
735711,367999.0,4,3,3430,8000,1,0,3430,1972,98023,47.3183,-122.382,2090,8000,0,0,3,5,Federal Way,SW
735647,380000.0,4,3,2320,10079,2,0,2320,1994,98038,47.3828,-122.02600000000001,2010,7438,0,0,2,4,Maple Valley,SE
735409,440000.0,3,2,2030,17100,1,0,2030,1953,98166,47.451,-122.365,1950,14400,0,0,3,4,Seattle,SW
735374,975000.0,5,4,4850,36450,2,0,4850,1977,98005,47.6426,-122.15799999999999,3850,35325,0,0,2,7,Bellevue,NE
735450,309500.0,3,2,1340,13560,1,0,1340,1968,98028,47.74100000000001,-122.234,1540,15000,0,0,2,4,Kenmore,NE
735437,350000.0,3,1,1130,8201,1,0,1130,1948,98155,47.7359,-122.306,1180,8203,0,0,4,3,Seattle,NW
735673,215000.0,2,2,1180,2521,2,0,1180,2005,98038,47.3487,-122.021,1310,3003,0,0,2,3,Maple Valley,SE
735471,254000.0,2,1,910,6000,1,0,910,1943,98118,47.5253,-122.266,1460,5800,0,0,2,3,Seattle,NE
735708,567000.0,3,2,1630,4275,1,0,1630,1908,98115,47.6851,-122.322,1800,4275,0,0,2,4,Seattle,NW
735382,402000.0,2,1,710,1173,2,0,710,1943,98102,47.6412,-122.329,1370,1173,0,0,3,4,Seattle,NW
735557,365000.0,4,1,1520,80150,1,0,1520,1948,98045,47.4742,-121.76899999999999,1740,84506,0,0,1,2,North Bend,SE
735355,625000.0,4,3,2820,8408,2,0,2820,2014,98155,47.7538,-122.325,1300,8408,0,0,2,6,Seattle,NW
